post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Category,attribute_data:Category,attribute:Color,attribute_data:Color,attribute:Hand,attribute_data:Hand,"attribute:Hub Color","attribute_data:Hub Color","attribute:Insert Width","attribute_data:Insert Width",attribute:Length,attribute_data:Length,attribute:Model,attribute_data:Model,"attribute:Product Width","attribute_data:Product Width","attribute:Product width","attribute_data:Product width",attribute:Seal,attribute_data:Seal,"attribute:Select Hand","attribute_data:Select Hand",attribute:Side,attribute_data:Side,attribute:Size,attribute_data:Size,"attribute:Spoke Color","attribute_data:Spoke Color","attribute:Spoke Size","attribute_data:Spoke Size","attribute:Spokes Color","attribute_data:Spokes Color",attribute:Stages,attribute_data:Stages,attribute:Type,attribute_data:Type,attribute:Usage,attribute_data:Usage,"attribute:Wheel Size","attribute_data:Wheel Size",attribute:Width,attribute_data:Width,attribute:bearing-spacer,attribute_data:bearing-spacer,attribute:color,attribute_data:color,attribute:lenght,attribute_data:lenght,attribute:length,attribute_data:length,attribute:pa_clabel-type,attribute_data:pa_clabel-type,attribute:pa_color,attribute_data:pa_color,attribute:pa_product-type,attribute_data:pa_product-type,attribute:pa_product-width,attribute_data:pa_product-width,attribute:pa_spokes-color,attribute_data:pa_spokes-color,attribute:pa_spokes-color-1,attribute_data:pa_spokes-color-1,attribute:pa_wheel-size,attribute_data:pa_wheel-size,attribute:pa_width,attribute_data:pa_width,attribute:side,attribute_data:side,attribute:size,attribute_data:size,attribute:spokes-color,attribute_data:spokes-color,attribute:thickness,attribute_data:thickness,attribute:type,attribute_data:type,attribute:wheel-size,attribute_data:wheel-size,attribute:width,attribute_data:width
"Inner Tube 25x1 HD 2.25 MM AV thorn resistant",inner-tube-25x1-hd-2-25-mm-av-thorn-resistant,,245489,,,publish,,0,"2024-04-04 07:12:52",1,,2TB720,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-25x1-hd-2-25-mm-av-thorn-resistant/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 26x1.75/2.35 (559) Schrader valve",inner-tube-26x1-75-2-35-559-schrader-valve,,245492,,,publish,,0,"2024-04-04 07:12:52",1,,2TB507,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-26x1-75-2-35-559-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 26x1.9/2.125 (559) Presta valve SLO .73mm",inner-tube-26x1-9-2-125-559-presta-valve-slo-73mm,,245493,,,publish,,0,"2024-04-04 07:12:53",1,,2TB506,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TB150.jpg ! alt :  ! title : 2TB150.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-26x1-9-2-125-559-presta-valve-slo-73mm/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 26x1 treaded Schrader valve - Box",inner-tube-26x1-treaded-schrader-valve-box,,245494,,,publish,,0,"2024-04-04 07:12:53",1,closed,2TB130,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB130.jpg ! alt :  ! title : 2TB130 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-26x1-treaded-schrader-valve-box/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 26x1 Presta valve",inner-tube-26x1-presta-valve,,245496,,,publish,,0,"2024-04-04 07:12:53",1,closed,2TB170,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/2TB150.jpg ! alt :  ! title : 2TB150.jpg ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-26x1-presta-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 26x1 HD 2.25 MM SV Heavy Duty",inner-tube-26x1-hd-2-25-mm-sv-heavy-duty,,245498,,,publish,,0,"2024-04-04 07:12:53",1,closed,2TB722,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB722.jpg ! alt :  ! title : 2TB722 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-26x1-hd-2-25-mm-sv-heavy-duty/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 26x1 3/8 Schrader rubber valve",inner-tube-26x1-3-8-schrader-rubber-valve,,245500,,,publish,,0,"2024-04-04 07:12:53",1,closed,2TB430,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB430.jpg ! alt :  ! title : 2TB430 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-26x1-3-8-schrader-rubber-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner tube 700Cx1 Schrader valve",inner-tube-700cx1-schrader-valve,,245502,,,publish,,0,"2024-04-04 07:12:53",1,closed,2TB132,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB132.jpg ! alt :  ! title : 2TB132 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-700cx1-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 700C Presta valve",inner-tube-700c-presta-valve,,245504,,,publish,,0,"2024-04-04 07:12:53",1,closed,2TB180,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB180.jpg ! alt :  ! title : 2TB180 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-700c-presta-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 250-8 Schrader valve TR87",inner-tube-250-8-schrader-valve-tr87,,245506,,,publish,,0,"2024-04-04 07:12:54",1,closed,2TB750,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB750.jpg ! alt :  ! title : 2TB750 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-250-8-schrader-valve-tr87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 250x3 TR-87 valve",inner-tube-250x3-tr-87-valve,,245508,,,publish,,0,"2024-04-04 07:12:54",1,closed,2TB775,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB775.jpg ! alt :  ! title : 2TB775 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-250x3-tr-87-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 145/70-6 TR-24A",inner-tube-145-70-6-tr-24a,,245510,,,publish,,0,"2024-04-04 07:12:54",1,closed,2TB780,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB815.jpg ! alt :  ! title : 2TB815 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-145-70-6-tr-24a/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 275/300-10 TR87C valve",inner-tube-275-300-10-tr87c-valve,,245512,,,publish,,0,"2024-04-04 07:12:54",1,closed,2TB785,,,no,no,,14.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB815.jpg ! alt :  ! title : 2TB815 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-275-300-10-tr87c-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 280/250-4 Schrader valve TR-87",inner-tube-280-250-4-schrader-valve-tr-87,,245514,,,publish,,0,"2024-04-04 07:12:54",1,closed,2TB790,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB790.jpg ! alt :  ! title : 2TB790 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-280-250-4-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 10x3 (300-4) Schrader valve TR-87",inner-tube-10x3-300-4-schrader-valve-tr-87,,245516,,,publish,,0,"2024-04-04 07:12:54",1,closed,2TB795,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB795.jpg ! alt :  ! title : 2TB795 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-10x3-300-4-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 9x350-4 Schrader valve TR-87",inner-tube-9x350-4-schrader-valve-tr-87,,245518,,,publish,,0,"2024-04-04 07:12:54",1,closed,2TB800,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB800.jpg ! alt :  ! title : 2TB800 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-9x350-4-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 300-8 (14x3) Schrader valve TR-87",inner-tube-300-8-14x3-schrader-valve-tr-87,,245520,,,publish,,0,"2024-04-04 07:12:55",1,closed,2TB805,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB750.jpg ! alt :  ! title : 2TB750 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-300-8-14x3-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 350/410x10 Schrader valve TR-87",inner-tube-350-410x10-schrader-valve-tr-87,,245521,,,publish,,0,"2024-04-04 07:12:55",1,closed,2TB815,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB815.jpg ! alt :  ! title : 2TB815 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-350-410x10-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 410/350-4 Schrader valve TR87",inner-tube-410-350-4-schrader-valve-tr87,,245523,,,publish,,0,"2024-04-04 07:12:55",1,closed,2TB825,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB825.jpg ! alt :  ! title : 2TB825 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-410-350-4-schrader-valve-tr87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 410/350-5 Schrader valve TR-87",inner-tube-410-350-5-schrader-valve-tr-87,,245525,,,publish,,0,"2024-04-04 07:12:55",1,closed,2TB830,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB830.jpg ! alt :  ! title : 2TB830 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-410-350-5-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 410/350-6 Schrader valve TR-87",inner-tube-410-350-6-schrader-valve-tr-87,,245527,,,publish,,0,"2024-04-04 07:12:55",1,closed,2TB835,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB835.jpg ! alt :  ! title : 2TB835 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-410-350-6-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 480/400-8 Schrader valve TR13",inner-tube-480-400-8-schrader-valve-tr13,,245529,,,publish,,0,"2024-04-04 07:12:55",1,closed,2TB840,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB840.jpg ! alt :  ! title : 2TB840 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-480-400-8-schrader-valve-tr13/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 13x500-6 Schrader valve TR-87",inner-tube-13x500-6-schrader-valve-tr-87,,245531,,,publish,,0,"2024-04-04 07:12:56",1,closed,2TB850,,,no,no,,13.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB850.jpg ! alt :  ! title : 2TB850 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-13x500-6-schrader-valve-tr-87/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 20 x 2.125 HD 4.3 MM thorn resistant",inner-tube-20-x-2-125-hd-4-3-mm-thorn-resistant,,245533,,,publish,,0,"2024-04-04 07:12:56",1,,2TB716,,,no,no,,15.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-20-x-2-125-hd-4-3-mm-thorn-resistant/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 5x1 Schrader valve",inner-tube-5x1-schrader-valve,,245534,,,publish,,0,"2024-04-04 07:12:56",1,closed,2TB005,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB0059.jpg ! alt :  ! title : 2TB0059 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-5x1-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 25x1 treaded Schrader valve - Box",inner-tube-25x1-treaded-schrader-valve-box-2,,245536,,,publish,,0,"2024-04-04 07:12:56",1,closed,2TB122,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-25x1-treaded-schrader-valve-box-2/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1.50/2.50(54-507) Schrader Valve",inner-tube-24x1-50-2-5054-507-schrader-valve,,245539,,,publish,,0,"2024-04-04 07:12:56",1,closed,2TB425,,,no,no,,16.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2TB850.jpg ! alt :  ! title : 2TB850 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-50-2-5054-507-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inner Tube 24x1.9/2.125 schrader valve",inner-tube-24x1-9-2-125-schrader-valve,,245541,,,publish,,0,"2024-04-04 07:12:56",1,closed,2TB504,,,no,no,,11.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/inner-tube-24x1-9-2-125-schrader-valve/,0,,,,,,,,,,,,simple,,Tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7x1 Primo Poly - Black",7x1-primo-poly-black,,245582,,,publish,,0,"2024-04-04 10:16:19",1,closed,2CA160,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA099.png ! alt :  ! title : 2CA099 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/7x1-primo-poly-black/,0,,,,,,,,,,,,simple,,"Castors > 7''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7x1 3/4 Pneumatic c/w Tire Tube Bearings",7x1-3-4-pneumatic-c-w-tire-tube-bearings,,245584,,,publish,,0,"2024-04-04 10:16:20",1,closed,2CA204,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA204.png ! alt :  ! title : 2CA204 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/7x1-3-4-pneumatic-c-w-tire-tube-bearings/,0,,,,,,,,,,,,simple,,"Castors > 7''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8x1 Primo Poly - Black",8x1-primo-poly-black,,245586,,,publish,,0,"2024-04-04 10:16:20",1,closed,2CA180,,,no,no,,75.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/2CA099.png ! alt :  ! title : 2CA099 ! desc :  ! caption : ",,https://49b.pfcd.ca/product/8x1-primo-poly-black/,0,,,,,,,,,,,,simple,,"Castors > 8''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krypto 47mm - Green",krypto-47mm-green,,245587,,,publish,,0,"2024-04-04 10:23:12",1,,4CA740-GN,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/krypto-47mm-green/,0,,,,,,,,,,,,simple,,"Castors > 2''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krypto 59mm - Clear",krypto-59mm-clear,,245588,,,publish,,0,"2024-04-04 10:23:12",1,closed,4CA749-CC,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/04/4CA749-CC.jpg ! alt :  ! title : 4CA749-CC ! desc :  ! caption : ",,https://49b.pfcd.ca/product/krypto-59mm-clear/,0,,,,,,,,,,,,simple,,"Castors > 2''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krypto 62mm - Black",krypto-62mm-black,,245590,,,publish,,0,"2024-04-04 10:23:12",1,,4CA750,,,no,no,,68.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/krypto-62mm-black/,0,,,,,,,,,,,,simple,,"Castors > 2''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krypto 69mm",krypto-69mm,,245591,,,publish,,0,"2024-04-04 10:23:12",1,,4CA755,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/krypto-69mm/,0,,,,,,,,,,,,simple,,"Castors > 3''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krypto Flashing 75mm",krypto-flashing-75mm,,245592,,,publish,,0,"2024-04-04 10:23:12",1,,4CA780,,,no,no,,50.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/krypto-flashing-75mm/,0,,,,,,,,,,,,simple,,"Castors > 3''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3x1 MBL Composite Court",3x1-mbl-composite-court,,245593,,,publish,,0,"2024-04-04 10:23:12",1,,2CA410,,,no,no,,35.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2023/12/noimage.gif ! alt :  ! title : noimage.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/3x1-mbl-composite-court/,0,,,,,,,,,,,,simple,,"Castors > 3''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krypto 80mm - Assm Micro - All Court",krypto-80mm-assm-micro-all-court,,245594,,,publish,,0,"2024-04-04 10:23:13",1,closed,4CA766,,,no,no,,40.000000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://49b.pfcd.ca/wp-content/uploads/2024/01/noimage54.gif ! alt :  ! title : noimage54.gif ! desc :  ! caption : ",,https://49b.pfcd.ca/product/krypto-80mm-assm-micro-all-court/,0,,,,,,,,,,,,simple,,"Castors > 3''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
